comune_code,comune_name,provincia,2019_total_pop,2021_total_pop,2024_total_pop,2026_total_pop,2019_0-4_male,2019_0-4_female,2019_5-9_male,2019_5-9_female,2019_10-14_male,2019_10-14_female,2019_15-19_male,2019_15-19_female,2019_20-24_male,2019_20-24_female,2019_25-29_male,2019_25-29_female,2019_30-34_male,2019_30-34_female,2019_35-39_male,2019_35-39_female,2019_40-44_male,2019_40-44_female,2019_45-49_male,2019_45-49_female,2019_50-54_male,2019_50-54_female,2019_55-59_male,2019_55-59_female,2019_60-64_male,2019_60-64_female,2019_65-69_male,2019_65-69_female,2019_70-74_male,2019_70-74_female,2019_75-79_male,2019_75-79_female,2019_80-84_male,2019_80-84_female,2019_85-89_male,2019_85-89_female,2019_90-94_male,2019_90-94_female,2019_95-99_male,2019_95-99_female,2019_100+_male,2019_100+_female,2021_0-4_male,2021_0-4_female,2021_5-9_male,2021_5-9_female,2021_10-14_male,2021_10-14_female,2021_15-19_male,2021_15-19_female,2021_20-24_male,2021_20-24_female,2021_25-29_male,2021_25-29_female,2021_30-34_male,2021_30-34_female,2021_35-39_male,2021_35-39_female,2021_40-44_male,2021_40-44_female,2021_45-49_male,2021_45-49_female,2021_50-54_male,2021_50-54_female,2021_55-59_male,2021_55-59_female,2021_60-64_male,2021_60-64_female,2021_65-69_male,2021_65-69_female,2021_70-74_male,2021_70-74_female,2021_75-79_male,2021_75-79_female,2021_80-84_male,2021_80-84_female,2021_85-89_male,2021_85-89_female,2021_90-94_male,2021_90-94_female,2021_95-99_male,2021_95-99_female,2021_100+_male,2021_100+_female,2024_0-4_male,2024_0-4_female,2024_5-9_male,2024_5-9_female,2024_10-14_male,2024_10-14_female,2024_15-19_male,2024_15-19_female,2024_20-24_male,2024_20-24_female,2024_25-29_male,2024_25-29_female,2024_30-34_male,2024_30-34_female,2024_35-39_male,2024_35-39_female,2024_40-44_male,2024_40-44_female,2024_45-49_male,2024_45-49_female,2024_50-54_male,2024_50-54_female,2024_55-59_male,2024_55-59_female,2024_60-64_male,2024_60-64_female,2024_65-69_male,2024_65-69_female,2024_70-74_male,2024_70-74_female,2024_75-79_male,2024_75-79_female,2024_80-84_male,2024_80-84_female,2024_85-89_male,2024_85-89_female,2024_90-94_male,2024_90-94_female,2024_95-99_male,2024_95-99_female,2024_100+_male,2024_100+_female,2026_0-4_male,2026_0-4_female,2026_5-9_male,2026_5-9_female,2026_10-14_male,2026_10-14_female,2026_15-19_male,2026_15-19_female,2026_20-24_male,2026_20-24_female,2026_25-29_male,2026_25-29_female,2026_30-34_male,2026_30-34_female,2026_35-39_male,2026_35-39_female,2026_40-44_male,2026_40-44_female,2026_45-49_male,2026_45-49_female,2026_50-54_male,2026_50-54_female,2026_55-59_male,2026_55-59_female,2026_60-64_male,2026_60-64_female,2026_65-69_male,2026_65-69_female,2026_70-74_male,2026_70-74_female,2026_75-79_male,2026_75-79_female,2026_80-84_male,2026_80-84_female,2026_85-89_male,2026_85-89_female,2026_90-94_male,2026_90-94_female,2026_95-99_male,2026_95-99_female,2026_100+_male,2026_100+_female
1016,Balangero,Torino,6350,6128,6122,6190,0.8346,0.8661,1.2126,0.9449,1.1181,1.2598,1.0079,1.3543,1.0709,0.8819,1.1811,1.3071,1.0394,1.1496,1.3071,1.4488,1.8268,1.9528,1.8583,1.7638,1.9528,1.6378,1.7638,1.9055,2.1417,2.0787,1.4016,1.7008,1.7795,1.8425,1.1654,1.2283,0.8819,1.0079,0.5039,0.9291,0.1102,0.4409,0.0787,0.063,24.2362,25.7638,0.9465,0.7507,1.0444,0.9628,1.3708,1.077,0.9465,1.4687,1.0607,1.0607,1.1586,1.0607,1.1586,1.0933,1.1586,1.2076,1.3871,1.795,1.9745,1.8277,1.9745,1.7787,1.7624,1.9256,2.0725,1.9419,1.6155,1.6645,1.6645,2.0888,1.3218,1.1749,0.8975,1.2239,0.5711,0.9138,0.1795,0.5875,0.0163,0.1142,24.282,25.718,0.7024,0.8494,0.8984,0.9474,1.1434,0.9801,1.1598,1.4048,1.0944,1.4211,1.1761,0.8331,1.2251,1.2088,1.2251,1.4211,1.4374,1.5681,1.7805,1.8785,1.9765,1.7968,1.8785,1.6825,1.6988,1.9275,2.0418,2.0908,1.3721,1.7478,1.5354,1.6335,0.9311,1.0127,0.539,0.8004,0.1797,0.6207,0.0163,0.147,24.0118,26.0046,0.5654,0.6785,0.9693,0.8724,0.9532,1.0662,1.3893,1.1793,0.9693,1.567,1.0985,1.1632,1.1955,1.1793,1.1793,1.3247,1.4863,1.3893,1.5832,1.9225,2.0679,1.9063,1.9548,1.7609,1.7124,1.8578,2.0517,2.084,1.6317,1.664,1.4378,1.7447,1.1147,0.937,0.5816,0.8724,0.1616,0.517,0.0162,0.1777,24.1195,25.8966
1017,Baldissero Canavese,Torino,1086,1066,1008,986,1.0129,0.8287,1.1971,0.7366,1.105,0.5525,0.6446,1.1971,0.9208,1.1971,0.5525,1.5654,1.105,0.9208,1.6575,1.5654,1.5654,1.5654,1.9337,1.6575,2.2099,1.5654,2.3941,2.302,2.1179,2.3941,1.6575,1.8416,1.4733,1.6575,1.3812,1.5654,1.0129,1.1971,0.0921,0.9208,0.0,0.4604,0.0921,0.1842,24.1252,25.8748,0.9381,0.8443,1.2195,1.0319,0.7505,0.7505,1.3133,0.7505,1.0319,0.9381,0.469,0.8443,0.5629,1.2195,2.0638,1.2195,1.5947,1.8762,2.3452,2.0638,1.8762,1.3133,1.8762,2.6266,2.6266,1.8762,1.6886,2.0638,1.6886,2.1576,0.9381,1.5009,0.9381,1.1257,0.469,0.5629,0.0,0.6567,0.0,0.1876,24.3902,25.6098,0.496,0.6944,1.0913,1.0913,0.8929,1.1905,0.8929,0.496,0.8929,0.7937,1.1905,1.0913,0.6944,1.2897,0.8929,0.9921,2.0833,1.5873,1.9841,1.8849,2.0833,1.3889,2.1825,1.4881,2.5794,3.2738,1.8849,2.2817,1.4881,1.8849,1.2897,1.6865,0.8929,1.3889,0.5952,0.8929,0.0,0.3968,0.0,0.0992,24.1071,25.8929,0.7099,0.6085,1.217,0.7099,0.9128,1.4199,0.6085,1.0142,1.0142,0.7099,1.0142,0.9128,0.6085,1.1156,1.217,1.1156,1.3185,1.217,2.2312,1.927,2.0284,1.7241,1.8256,1.3185,2.1298,2.4341,2.4341,2.0284,1.7241,1.927,1.6227,2.4341,0.8114,1.3185,0.9128,1.0142,0.1014,0.3043,0.0,0.3043,24.4422,25.5578
1018,Baldissero Torinese,Torino,7248,7342,7456,7384,0.7726,0.6071,1.0624,1.2279,1.4349,1.1727,1.3245,1.3659,1.4625,1.2693,0.9934,0.952,1.0486,0.8692,1.09,1.0072,1.5866,1.904,2.0006,2.0971,2.0695,2.4972,2.0281,2.0695,2.0006,1.904,1.7384,1.6418,1.6556,1.6694,0.9244,1.2417,0.952,0.8554,0.4001,0.5105,0.1656,0.2759,0.0414,0.0828,24.7792,25.2483,0.8445,0.6538,0.9807,0.9943,1.4846,1.2939,1.4029,1.2531,1.2803,1.2531,1.2258,1.076,1.1305,0.7627,1.1169,1.1577,1.3893,1.6208,1.8251,1.9613,2.0975,2.4789,1.9613,2.1929,2.0294,2.0294,1.6889,1.5663,1.7843,1.7706,0.9943,1.1713,0.9943,1.076,0.4086,0.4767,0.1771,0.3133,0.0409,0.0409,24.857,25.143,0.6706,0.5901,0.9254,0.845,1.14,1.5021,1.4753,1.1534,1.301,1.368,1.2473,0.912,0.845,0.9791,1.2473,1.1132,1.368,1.2205,1.8509,2.1593,2.213,2.28,1.9447,2.3873,1.8643,1.9179,1.9984,1.8777,1.6631,1.5424,1.3814,1.3948,0.8047,1.0059,0.617,0.5767,0.1878,0.3219,0.0,0.0939,24.7452,25.2682,0.6094,0.6771,0.9074,0.7855,1.0834,1.1376,1.5033,1.4355,1.2866,1.3272,1.3001,1.2053,0.7584,0.9615,1.0563,1.0699,1.3137,1.3272,1.6116,1.7606,2.0043,2.2346,2.0585,2.4783,2.0314,2.1127,1.9095,1.9095,1.6658,1.598,1.5845,1.5574,0.8397,0.948,0.6636,0.7313,0.1896,0.2844,0.0135,0.0677,24.3906,25.6094
1019,Balme,Torino,226,220,202,194,0.4425,1.3274,2.2124,1.3274,0.885,0.885,0.4425,0.4425,1.7699,0.4425,2.2124,0.4425,0.885,0.885,0.4425,3.0973,2.6549,2.6549,2.2124,1.7699,4.4248,0.4425,2.2124,1.7699,0.885,1.3274,1.3274,0.885,1.3274,3.5398,0.885,1.3274,1.3274,0.4425,0.0,0.0,0.4425,0.0,0.0,0.0,26.9912,23.0088,0.0,0.0,1.3636,2.7273,1.8182,0.9091,0.0,0.4545,0.9091,0.4545,3.1818,0.4545,0.4545,0.4545,0.9091,2.7273,1.3636,1.8182,2.7273,2.7273,4.0909,0.4545,2.7273,1.3636,1.8182,1.3636,0.4545,1.3636,1.8182,3.6364,2.2727,1.3636,0.4545,0.4545,0.9091,0.0,0.0,0.0,0.0,0.0,27.2727,22.7273,0.0,0.495,0.0,1.4851,1.4851,1.4851,0.9901,0.9901,0.9901,0.495,0.9901,0.9901,1.9802,0.0,1.4851,0.495,0.495,3.4653,2.9703,1.4851,2.9703,2.4752,4.9505,0.495,2.4752,1.9802,0.9901,1.9802,0.9901,0.9901,0.9901,1.9802,1.4851,0.9901,0.495,0.9901,0.0,0.0,0.0,0.0,26.7327,23.2673,0.0,0.0,0.0,0.5155,1.0309,3.0928,1.5464,1.0309,1.0309,0.5155,1.0309,0.5155,1.0309,0.0,1.0309,0.5155,2.0619,2.5773,1.5464,1.5464,2.5773,2.5773,5.1546,1.0309,2.5773,1.5464,1.5464,1.5464,0.5155,2.0619,1.0309,2.5773,2.5773,1.0309,0.0,1.0309,0.0,0.0,0.0,0.0,26.2887,23.7113
1020,Banchette,Torino,6410,6224,6220,6194,0.858,0.78,0.9828,1.0764,1.092,1.014,1.1232,1.0452,1.0296,0.9828,1.2793,1.092,1.3573,1.4977,1.4041,1.7473,1.8721,1.6069,1.8409,2.0437,1.9345,2.0593,1.6225,1.8877,1.2637,1.5757,1.3573,1.9501,1.3417,1.8877,1.4821,1.8721,0.8736,1.3729,0.4992,0.6084,0.1248,0.4212,0.0312,0.0936,23.3697,26.6459,0.8837,0.7069,0.8837,0.8355,1.1568,1.1889,1.0925,0.8676,1.1729,1.0925,0.9801,1.1568,1.2532,1.2853,1.3335,1.5746,1.7674,1.5906,1.8638,2.2012,1.8638,2.0405,1.8959,2.2494,1.4139,1.5424,1.1568,1.6388,1.3978,2.1851,1.4942,1.8316,1.0283,1.4299,0.4338,0.8194,0.2089,0.3213,0.0161,0.1446,23.2969,26.7031,0.9968,0.4341,0.9486,0.7235,1.0289,1.0611,1.254,1.0772,1.3344,1.2058,1.2379,1.1897,1.4148,1.2219,1.1254,1.5434,1.5434,1.4791,1.7363,1.7685,2.0096,2.074,1.8971,2.2347,1.5756,1.881,1.254,1.4469,1.3826,1.7524,1.2379,1.8328,1.1254,1.6077,0.5627,1.1093,0.2572,0.2894,0.0,0.1447,23.9228,26.0772,1.0655,0.5651,0.9687,0.5812,1.0333,0.8557,1.1624,1.34,1.3239,1.0333,1.3884,1.2916,1.3077,1.2108,1.34,1.1947,1.5176,1.6306,1.5983,1.5499,1.8243,2.0988,1.7436,2.0019,1.9212,2.2118,1.2754,1.5176,1.2754,1.6306,1.34,1.9696,1.0333,1.5983,0.6942,1.0655,0.2422,0.4521,0.0646,0.0484,24.1201,25.9122
1021,Barbania,Torino,3132,3170,3124,3126,0.6386,1.0856,1.0217,0.7663,0.9898,1.0856,1.2771,0.7663,0.894,0.8621,1.3729,0.7982,0.894,1.1494,1.341,1.4368,1.788,1.4368,2.1073,2.0115,2.0754,2.5862,2.0754,1.5645,1.9157,2.3946,1.6922,1.5006,1.5006,1.6284,1.5645,1.5326,1.0856,1.3091,0.4151,0.9579,0.0958,0.3193,0.0,0.0319,24.7446,25.2874,0.5678,1.0095,1.0726,0.8517,1.1041,1.1987,1.1041,0.8202,1.1356,0.8833,1.2934,1.1356,0.8517,1.1041,1.4511,1.4196,1.5142,1.388,1.7035,1.6719,2.5237,2.2713,1.8612,1.9874,2.1451,2.3028,1.6719,1.735,1.6404,1.4196,1.1987,1.4826,1.2618,1.2934,0.4732,0.8833,0.1262,0.4101,0.0,0.0315,24.7003,25.2997,0.6402,0.6082,0.8323,1.0563,1.1844,0.9603,1.0883,1.1524,1.4085,0.7362,0.8323,0.8963,1.3124,0.9603,1.2804,1.0883,1.4085,1.7926,1.8566,1.5045,1.9846,2.2727,2.2727,2.4648,1.9846,1.4725,1.9206,2.2727,1.6005,1.6645,1.3124,1.5045,1.1204,1.2804,0.7682,0.8323,0.1601,0.4481,0.0,0.064,24.968,25.032,0.6398,0.5438,0.7997,0.9917,1.0237,0.8957,1.3436,1.3756,1.1516,0.8957,1.0877,0.9277,1.2796,1.2156,1.3756,1.1196,1.4395,1.5675,1.5355,1.3436,1.8234,2.0473,2.4952,2.3672,2.1113,1.7914,1.9834,2.1753,1.5355,1.6635,1.4395,1.3116,1.0557,1.3436,0.8317,0.8957,0.2239,0.2559,0.0,0.096,25.1759,24.8241
1022,Bardonecchia,Torino,6280,6156,5956,5706,0.8599,0.7643,1.0669,0.9395,1.242,1.1146,1.0191,1.0669,1.035,1.0669,1.3535,1.2739,1.465,1.1783,1.3376,1.051,1.6561,1.9108,2.2611,2.2611,2.2611,2.3567,2.1656,1.8471,1.7197,1.4968,1.2102,1.6083,1.5446,1.7834,1.2739,1.3694,0.7962,0.9713,0.4459,0.6847,0.1592,0.3185,0.0159,0.0478,24.8885,25.1115,0.8285,0.6985,0.9747,0.9259,1.1696,1.1371,1.1209,1.2183,1.2833,0.9909,1.2508,1.1046,1.1858,1.3645,1.4457,0.9909,1.6407,1.5432,2.0468,2.258,2.128,2.4691,2.4691,2.128,1.9493,1.4782,1.3483,1.527,1.332,1.7869,1.1696,1.332,0.8772,1.0559,0.4224,0.6498,0.1787,0.4711,0.0,0.0325,24.8213,25.1949,0.7555,0.6716,0.8731,0.8059,1.1753,1.041,1.2928,1.0913,1.1585,1.2257,1.1417,1.1921,1.3768,1.0913,1.3768,1.1753,1.4775,1.2089,1.7461,2.0987,2.233,2.1995,2.3674,2.4345,2.1155,1.679,1.7126,1.5111,1.0913,1.5615,1.1753,1.6118,1.0745,1.2592,0.5037,0.6548,0.2351,0.4197,0.0336,0.1343,24.9161,25.1007,0.6309,0.701,0.7361,0.6835,1.034,0.9814,1.3144,1.1216,1.2093,1.1917,1.402,1.1742,1.1216,1.0515,1.3144,1.2618,1.367,1.1567,1.7,1.5948,2.2433,2.2608,2.3309,2.5237,2.3484,2.0154,1.9278,1.4546,1.402,1.4721,1.1041,1.7701,1.0165,1.1567,0.6835,0.7361,0.2629,0.3856,0.0,0.1577,25.149,24.851
1023,Barone Canavese,Torino,1176,1118,1108,1050,0.5102,0.8503,1.1054,0.9354,1.1054,0.8503,0.9354,0.9354,1.4456,0.9354,0.9354,0.8503,1.1905,0.9354,1.4456,1.3605,1.6156,2.2959,1.2755,1.1905,1.8707,2.2959,1.8707,1.4456,1.9558,2.7211,2.466,1.0204,1.4456,1.3605,1.4456,1.2755,1.1905,1.4456,0.6803,1.0204,0.5952,1.0204,0.0,0.085,25.2551,24.8299,0.4472,0.7156,0.8945,0.5367,1.0733,1.0733,0.9839,0.8945,1.2522,1.0733,1.2522,1.0733,1.3417,0.8945,1.4311,0.9839,1.5206,1.9678,1.0733,1.6995,2.0572,1.8784,1.61,1.9678,1.4311,1.6995,2.7728,1.9678,2.3256,1.3417,1.4311,1.2522,1.0733,1.4311,0.805,1.0733,0.1789,1.2522,0.0,0.2683,24.9553,25.0447,0.361,0.9928,0.8123,0.8123,0.9928,1.1733,1.1733,0.9928,1.083,0.9928,1.3538,1.083,0.8123,0.9025,1.2635,1.083,1.6245,1.2635,1.3538,2.4368,1.3538,1.2635,1.9856,2.9783,1.9856,1.7148,1.8953,2.2563,2.4368,1.2635,1.444,1.2635,1.1733,1.2635,0.8123,1.1733,0.2708,0.4513,0.0903,0.361,24.278,25.722,0.381,1.0476,0.5714,0.8571,1.1429,0.5714,1.1429,1.1429,0.9524,1.3333,1.619,1.3333,1.2381,0.7619,1.4286,0.7619,1.5238,0.9524,1.619,2.0952,1.2381,1.619,2.2857,2.1905,1.7143,2.1905,1.5238,1.7143,2.4762,2.1905,2.0952,1.2381,1.2381,0.7619,0.2857,1.1429,0.6667,0.6667,0.0,0.2857,25.1429,24.8571
1024,Beinasco,Torino,35830,35064,34832,34544,0.974,0.8066,1.1164,1.0243,1.2364,1.1275,1.2252,1.1694,1.0913,1.0215,1.1359,1.1248,1.1499,1.1136,1.348,1.4066,1.6578,1.6439,1.9425,2.149,2.043,2.0765,1.7192,1.8532,1.4122,1.6271,1.4066,1.7025,1.5127,1.8476,1.362,1.6662,1.0885,1.4318,0.5777,0.7061,0.1088,0.3098,0.0223,0.053,24.1306,25.8778,0.8328,0.8328,1.1208,0.9326,1.2007,1.1094,1.1978,1.1893,1.2634,1.1151,1.1037,1.078,1.1579,1.0381,1.2349,1.3233,1.4916,1.5201,1.8737,2.0192,2.1019,2.1275,1.9593,2.0049,1.4944,1.6342,1.349,1.734,1.4887,1.8652,1.2377,1.5885,1.1807,1.5657,0.6132,0.7985,0.1768,0.3394,0.0257,0.077,24.1045,25.8984,0.8039,0.7235,0.9732,0.8785,1.1857,1.068,1.2517,1.1512,1.2718,1.2173,1.2259,1.068,1.1484,1.1972,1.1053,1.1168,1.4326,1.4498,1.7427,1.7369,2.047,2.1618,2.0785,2.1015,1.6737,1.8029,1.3666,1.6278,1.3379,1.7053,1.378,1.7599,1.068,1.4757,0.7407,1.1082,0.2641,0.4019,0.0316,0.1005,24.133,25.8871,0.77,0.7035,0.854,0.8279,1.1666,0.9814,1.2419,1.1348,1.2361,1.2014,1.3548,1.155,1.2303,1.1985,1.2216,1.1695,1.2535,1.3374,1.5516,1.6443,2.0148,2.0611,2.1509,2.1277,1.9193,1.9743,1.4474,1.6935,1.2824,1.6588,1.3461,1.8151,0.9698,1.3895,0.7556,1.2014,0.3126,0.4458,0.0434,0.1332,24.1286,25.8945
1025,Bibiana,Torino,6910,6784,6646,6724,1.0275,1.013,1.6064,1.2012,1.4472,1.1288,1.1577,1.2156,1.2012,1.288,1.1722,1.1143,1.2735,1.3025,1.5919,1.534,1.8958,1.8958,2.0695,2.0405,1.9537,1.8379,1.8234,1.7511,1.4906,1.3314,1.534,1.563,1.2156,1.3025,1.2301,1.1288,0.8538,0.9696,0.3184,0.8683,0.1013,0.4486,0.0289,0.0724,24.9928,25.0072,0.7812,0.8844,1.4446,1.2677,1.4446,1.0761,1.4004,1.2087,1.2677,1.3119,1.0318,1.0171,1.1645,1.1498,1.3709,1.3119,1.6804,1.8573,2.1521,2.0637,1.9458,1.9752,2.0637,1.7836,1.7099,1.3119,1.5625,1.7099,1.3709,1.3709,1.135,1.1792,1.0318,0.9287,0.398,0.8844,0.1032,0.5159,0.0442,0.0884,25.1032,24.8968,0.8276,0.632,1.1135,1.0683,1.4896,1.0984,1.3692,1.1135,1.0683,1.1135,1.3392,1.294,1.279,1.0232,1.279,1.2037,1.7153,1.5799,1.926,2.0163,2.1065,1.9109,2.0915,1.9711,1.8808,1.7906,1.5649,1.4294,1.5197,1.5498,1.1285,1.3392,1.0683,1.0081,0.5567,0.7373,0.1053,0.4664,0.0451,0.1655,25.474,24.5411,0.9667,0.5949,0.8775,0.8477,1.4723,1.1749,1.4426,1.041,1.4575,1.1154,1.6211,1.0708,1.4128,1.1303,1.398,1.2046,1.6062,1.2641,1.8739,1.8441,2.1416,2.0821,2.0375,1.9482,1.8293,1.9631,1.5764,1.3831,1.4277,1.6359,1.2046,1.2195,0.9816,1.0262,0.6098,0.6395,0.2231,0.4164,0.0297,0.1636,26.1898,23.8548
1026,Bobbio Pellice,Torino,1084,1074,1072,1054,0.9225,0.738,1.1993,1.0148,1.2915,1.2915,1.3838,1.107,0.9225,0.9225,1.5683,1.2915,0.5535,0.6458,1.107,1.3838,1.476,1.476,0.9225,1.845,2.583,2.4908,1.845,1.3838,2.3063,2.583,1.5683,1.107,1.845,1.1993,0.9225,2.0295,1.107,1.476,0.369,1.1993,0.0923,0.6458,0.0,0.1845,23.9852,26.0148,1.0242,0.7449,0.7449,0.7449,1.1173,1.0242,1.3966,1.8622,0.9311,0.7449,1.1173,1.1173,0.838,0.9311,0.9311,1.0242,1.9553,1.676,1.1173,1.5829,2.1415,2.7002,2.2346,1.5829,1.8622,2.0484,1.8622,1.9553,1.676,1.2104,1.1173,1.3035,1.0242,1.7691,0.6518,1.3966,0.0931,0.5587,0.0,0.1862,23.8361,26.1639,0.5597,0.4664,0.8396,0.653,1.0261,0.9328,1.1194,1.4925,1.3993,1.3993,0.9328,0.653,1.5858,1.0261,1.0261,0.8396,1.1194,1.4925,1.959,1.8657,1.3993,1.5858,2.6119,2.7985,1.5858,1.2127,2.0522,2.5187,1.959,1.306,1.6791,1.306,0.5597,1.6791,0.5597,0.9328,0.3731,0.9328,0.0933,0.4664,24.4403,25.5597,0.3795,0.759,0.9488,0.5693,0.759,0.759,1.1385,0.9488,1.2334,1.8975,1.0436,0.9488,1.2334,1.1385,1.4231,0.9488,1.1385,1.2334,1.8975,1.6129,1.4231,1.518,2.6565,2.9412,2.1822,1.7078,1.518,1.7078,2.1822,1.9924,1.3283,1.1385,0.8539,1.0436,0.5693,1.2334,0.3795,1.0436,0.0949,0.3795,24.3833,25.7116
1027,Bollengo,Torino,4326,4194,4236,4198,0.994,0.601,0.994,0.9246,0.9246,1.2252,1.4563,0.9015,1.1327,1.1789,1.2945,0.9478,1.1327,1.1327,1.2252,1.2252,1.7568,1.4101,2.0111,2.0804,2.2423,2.2885,1.9186,1.7568,1.8724,1.7337,1.5257,1.8031,1.3176,1.8031,1.9186,1.5025,0.8784,1.1558,0.4623,0.5317,0.1849,0.393,0.0693,0.0925,25.3121,24.6879,0.8345,0.6676,1.0491,1.0253,0.9776,1.0968,1.3114,0.9299,1.1922,0.9776,1.1445,1.216,1.073,0.9299,1.3114,1.3114,1.4306,1.2876,2.1698,1.9075,2.2413,2.0267,1.8598,2.0029,2.0029,1.9313,1.5975,1.4545,1.5498,1.9313,1.4545,1.6691,1.2399,1.2637,0.5007,0.7153,0.3338,0.2861,0.0477,0.0477,25.3219,24.6781,0.661,0.779,1.0859,0.7318,1.2276,1.0387,0.8735,1.2512,1.4636,0.8026,1.322,0.9207,1.2984,1.0859,1.2748,1.4164,1.322,1.322,1.8886,1.6053,2.2191,2.0302,2.1483,2.2899,2.0066,1.865,1.7233,1.7233,1.3692,1.7233,1.2748,1.6053,1.3692,1.3692,0.4485,0.779,0.2125,0.3069,0.0236,0.118,25.2125,24.8111,0.6193,0.4764,0.8576,0.8576,1.2863,1.334,1.0719,1.1434,1.2863,1.0958,1.5007,0.929,1.4293,1.1672,1.0958,1.2863,1.4531,1.334,1.4293,1.4293,2.3821,2.0962,2.2153,2.0248,1.8342,2.001,1.9771,1.9533,1.5484,1.3578,1.3816,1.6198,1.0243,1.4531,0.5241,0.8337,0.1667,0.3335,0.0953,0.0715,25.1787,24.8452
1028,Borgaro Torinese,Torino,23874,23546,23438,23046,1.0137,1.022,1.2482,1.2147,1.3571,1.1351,1.4367,1.1519,1.1142,1.0974,1.198,1.1603,1.2189,1.3236,1.3948,1.3446,1.8556,2.0901,2.1781,2.1613,1.9603,1.9603,1.5917,1.8891,1.5372,1.7634,1.4912,1.8933,1.6084,1.5833,1.0723,1.1896,0.6786,0.8377,0.3016,0.5613,0.0586,0.2346,0.0126,0.0545,24.3277,25.6765,0.9853,0.9471,1.1382,1.2231,1.3718,1.0957,1.359,1.2061,1.3293,1.083,1.1382,1.0957,1.1127,1.2019,1.3251,1.2911,1.6011,1.8432,2.183,2.149,2.0598,2.098,1.7583,2.0513,1.5204,1.6478,1.3718,1.9154,1.6776,1.7668,1.1424,1.3081,0.7772,0.8749,0.361,0.6073,0.0849,0.2336,0.0212,0.0382,24.3184,25.6859,0.9429,0.8405,1.0624,1.1221,1.2928,1.1904,1.3098,1.0794,1.3866,1.1861,1.041,1.0624,1.2373,1.3184,1.2928,1.3781,1.361,1.3482,1.9328,2.0949,2.1504,2.1333,1.8858,1.937,1.5872,1.8688,1.472,1.7578,1.3909,1.8474,1.4165,1.5445,0.8533,1.0922,0.4395,0.6144,0.1365,0.2987,0.0128,0.0811,24.2043,25.7957,0.7941,0.6639,1.1152,1.0327,1.1802,1.2453,1.3582,1.1499,1.3234,1.2193,1.3148,1.0978,1.1586,1.1802,1.1759,1.3191,1.4493,1.3451,1.6402,1.8702,2.1609,2.1349,1.9613,2.0958,1.7747,1.9873,1.4927,1.6272,1.2844,1.8485,1.4666,1.6619,0.8982,1.1672,0.5033,0.6899,0.1649,0.3515,0.0217,0.0651,24.2385,25.7702
1029,Borgiallo,Torino,1166,1184,1172,1174,1.2007,1.6295,1.458,0.8576,0.4288,0.6861,1.2007,0.6003,1.1149,0.9434,1.1149,1.2007,1.6295,1.1149,1.2864,1.3722,1.8868,1.9726,2.0583,2.1441,2.2298,1.3722,2.0583,2.1441,2.4871,1.9726,1.2864,1.2864,1.0292,1.458,1.2007,0.8576,0.9434,1.7153,0.5146,1.3722,0.0,0.0858,0.0,0.0858,25.1286,24.8714,0.8446,1.6047,1.3514,1.3514,0.8446,0.6757,1.2669,0.5912,1.3514,0.4223,0.9291,1.6047,1.6047,1.098,1.5203,1.1824,1.7736,2.2804,2.1959,1.6892,1.4358,1.6892,2.4493,2.1115,2.4493,1.9426,1.6047,1.2669,0.9291,1.3514,1.3514,1.1824,0.5912,1.098,0.7601,1.0135,0.0845,0.5068,0.0,0.0,25.3378,24.6622,0.5119,1.2799,0.8532,1.7065,1.4505,1.1092,0.7679,0.7679,1.6212,0.5973,1.4505,0.6826,1.0239,1.3652,1.7918,1.1945,1.4505,1.6212,2.1331,2.1331,2.0478,2.0478,2.3891,1.4505,1.5358,2.2184,2.3891,2.0478,1.2799,1.1945,0.6826,1.1945,0.9386,0.6826,0.5119,1.1092,0.1706,0.5973,0.0,0.0,25.0,25.0,0.3407,0.937,0.937,1.5332,1.1925,1.5332,1.0221,0.7666,1.6184,0.6814,1.6184,0.4259,1.5332,1.448,1.7888,0.5963,1.8739,1.3629,1.7036,1.8739,2.2998,1.9591,1.5332,1.7036,2.2998,2.0443,2.2147,2.2998,1.7036,1.3629,0.5963,1.1073,1.0221,1.0221,0.0852,0.6814,0.2555,0.937,0.0,0.0852,25.6388,24.3612
